iter	MultiClass
390	0.004792883255
391	0.004780503337
392	0.004768458567
393	0.004750224474
394	0.004730365204
395	0.004712275068
396	0.004693502856
397	0.004673250755
398	0.004659515399
399	0.004645882515
400	0.004631372133
401	0.004615626693
402	0.004598129206
403	0.004580329246
404	0.00456605962
405	0.004558281076
406	0.004546429519
407	0.004530964696
408	0.004514010599
409	0.004503482916
410	0.004488654522
411	0.004475237979
412	0.004464197478
413	0.004447888664
414	0.004435710777
415	0.004422811226
416	0.004408632003
417	0.004397455446
418	0.004380648986
419	0.004370400517
420	0.004357347988
421	0.00434136008
422	0.004328423725
423	0.004316209568
424	0.004304933949
425	0.00429614132
426	0.004285041457
427	0.004274359157
428	0.004264353707
429	0.004247556558
430	0.004232577122
431	0.004216637036
432	0.004203947245
433	0.004191660255
434	0.004181268048
435	0.004171037366
436	0.004159614393
437	0.004152255836
438	0.004145956973
439	0.004137538674
440	0.00412708276
441	0.004119887393
442	0.004109536341
443	0.004101516488
444	0.004090526599
445	0.004078795576
446	0.004065385681
447	0.004053114509
448	0.004043320353
449	0.004033543384
450	0.004019786388
451	0.00401176323
452	0.004004428594
453	0.003993620273
454	0.003983005273
455	0.003969577163
456	0.003961665239
457	0.003953679594
458	0.003940639454
459	0.003930341766
460	0.003923228465
461	0.00391021561
462	0.003902092293
463	0.003889408748
464	0.003881929623
465	0.003872415655
466	0.003862888469
467	0.003854075941
468	0.003845883361
469	0.003833950784
470	0.003826238776
471	0.003817584221
472	0.003804722112
473	0.003796549296
474	0.003789971615
475	0.003778346251
476	0.003766701075
477	0.003757199342
478	0.003742438502
479	0.003735532775
480	0.003727002705
481	0.003720144654
482	0.003713026273
483	0.003700337829
484	0.003693117654
485	0.003686884417
486	0.003676528637
487	0.003667462953
488	0.003658774031
489	0.003651889124
490	0.003642993041
491	0.003631391536
492	0.003620525521
493	0.003613318097
494	0.003605086912
495	0.003595747637
496	0.003588351674
497	0.003582483127
498	0.003573283096
499	0.003564501479
500	0.00355581676
501	0.003548948067
502	0.003539329939
503	0.003530223414
504	0.0035217425
505	0.003513023552
506	0.003502938262
507	0.00349568551
508	0.003486806847
509	0.003478676753
510	0.003471098285
511	0.003462934278
512	0.003454515582
513	0.003444569578
514	0.003434326927
515	0.003428693394
516	0.003419396337
517	0.003410665478
518	0.003401117472
519	0.003394705311
520	0.003384259945
521	0.003373491719
522	0.00336600889
523	0.003360760292
524	0.003353614741
525	0.003344985461
526	0.003339445946
527	0.003334685948
528	0.003325992229
529	0.00332022911
530	0.003313318054
531	0.003308420213
532	0.003300048313
533	0.00329211698
534	0.003282807098
535	0.003277596345
536	0.003269849737
537	0.003260934397
538	0.003255867476
539	0.003247201073
540	0.003240337983
541	0.00323345364
542	0.003225561299
543	0.003218883931
544	0.003210153997
545	0.003202242494
546	0.003195905027
547	0.003190007839
548	0.003183531523
549	0.003176992283
550	0.003170533477
551	0.003165759927
552	0.003161532705
553	0.003154833574
554	0.003147951231
555	0.003141107936
556	0.003132583344
557	0.003124704034
558	0.003116567119
559	0.00310824796
560	0.003101422482
561	0.003093379919
562	0.003088357993
563	0.003081764032
564	0.003077906857
565	0.003072387885
566	0.003064433007
567	0.003057198206
568	0.003050286795
569	0.003044620818
570	0.003035282224
571	0.00302691927
572	0.003023414528
573	0.003016541678
574	0.003011566402
575	0.003007150851
576	0.003002243328
577	0.002996106696
578	0.002990574236
579	0.002983134951
580	0.002977003713
581	0.002973453507
582	0.002966418626
583	0.002961269931
584	0.002955730808
585	0.002949075963
586	0.002944573453
587	0.002940903579
588	0.002934069381
589	0.002929844752
590	0.00292202616
591	0.002915178302
592	0.002910801724
593	0.002905908794
594	0.002900029726
595	0.002894092439
596	0.00288824106
597	0.002881155774
598	0.002875017432
599	0.002870515913
600	0.002864002895
601	0.002857764076
602	0.002851391651
603	0.002847947773
604	0.002842564443
605	0.00283531051
606	0.002830259946
607	0.002823721752
608	0.002818009691
609	0.00281406766
610	0.002808946923
611	0.00280301515
612	0.002796319097
613	0.002789038091
614	0.002781224151
615	0.002775928314
616	0.002770238124
617	0.002766001142
618	0.0027618337
619	0.002758091051
620	0.002753715476
621	0.002746648542
622	0.002741201323
623	0.002737525294
624	0.002732317171
625	0.002727511507
626	0.002721279484
627	0.002714548348
628	0.002707345989
629	0.002701093467
630	0.00269712935
631	0.002692478012
632	0.002685900733
633	0.002679805851
634	0.002674189491
635	0.002671587162
636	0.002667812919
637	0.002664947493
638	0.002658837477
639	0.002653780394
640	0.00264774431
641	0.002639896711
642	0.002636241197
643	0.002632532333
644	0.002628444654
645	0.002622881664
646	0.002618882016
647	0.0026129099
648	0.002609166904
649	0.002605598999
650	0.002602722791
651	0.002597910177
652	0.002593988186
653	0.002589020837
654	0.00258335017
655	0.002579062984
656	0.002575215562
657	0.002572183342
658	0.002568071003
659	0.002563033002
660	0.002559854733
661	0.002555253378
662	0.002550742689
663	0.002548299675
664	0.002544199977
665	0.002539138934
666	0.002535123099
667	0.002531019246
668	0.002527722645
669	0.002521221262
670	0.002518524836
671	0.00251454696
672	0.00250814634
673	0.002505003608
674	0.002501771968
675	0.002497824306
676	0.002493467469
677	0.002487975829
678	0.002484706178
679	0.002481375186
680	0.002477743041
681	0.002474353459
682	0.002468148287
683	0.002464563004
684	0.00245940434
685	0.00245534569
686	0.002450286063
687	0.002447384734
688	0.002444680959
689	0.002440748899
690	0.002435416193
691	0.002432198116
692	0.002427278987
693	0.002422394001
694	0.002419304856
695	0.002415783561
696	0.002411311296
697	0.002407846177
698	0.002402793631
699	0.002398279789
700	0.002394182504
701	0.002390461334
702	0.002386773248
703	0.002381746231
704	0.002378673067
705	0.002373516208
706	0.002370474467
707	0.002367347011
708	0.00236191173
709	0.002359423758
710	0.002355491624
711	0.002352601285
712	0.002349540027
713	0.00234534486
714	0.002342051261
715	0.002338584081
716	0.00233562981
717	0.002332097345
718	0.002329606759
719	0.002325688928
720	0.002320504482
721	0.002318229453
722	0.002313790301
723	0.002310956232
724	0.002307588802
725	0.00230264339
726	0.002299213692
727	0.002296527398
728	0.002293015619
729	0.002289376434
730	0.002286091988
731	0.002283258034
732	0.002277436832
733	0.002275396571
734	0.002273132397
735	0.002267996914
736	0.002265273792
737	0.002260369077
738	0.00225682429
739	0.002253651193
740	0.002251315364
741	0.002248915764
742	0.002244229734
743	0.002240049069
744	0.002236564676
745	0.002233746819
746	0.002229329994
747	0.002225528721
748	0.002222102831
749	0.00221944339
750	0.002215379709
751	0.002211770925
752	0.002208235789
753	0.002204506368
754	0.002201023556
755	0.00219830486
756	0.002194503947
757	0.002191864078
758	0.002188644632
759	0.002185453161
760	0.002182173399
761	0.002178214945
762	0.002174845043
763	0.002170976084
764	0.002168539441
765	0.002164506915
766	0.002161773481
767	0.002159264931
768	0.002156263778
769	0.002152945277
770	0.002149972706
771	0.00214704961
772	0.002144107544
773	0.002141554652
774	0.002138641426
775	0.002136006631
776	0.002133882186
777	0.00213187826
778	0.002128400138
779	0.002124786799
780	0.002122279364
781	0.002119636333
782	0.002115290702
783	0.002112241725
784	0.002109799074
785	0.002106484926
786	0.002102765826
787	0.002099765182
788	0.002097019986
789	0.002093934412
790	0.002089887696
791	0.002086881589
792	0.002083397391
793	0.002079455358
794	0.002076752117
795	0.002074581213
796	0.002071629087
797	0.002067814669
798	0.002065317339
799	0.002062945523
800	0.002059400714
801	0.002057047781
802	0.002053449791
803	0.002050719644
804	0.002048753148
805	0.002046025311
806	0.002043158924
807	0.002039305187
808	0.002035763468
809	0.002033420791
810	0.002030763414
811	0.002028852991
812	0.002026163286
813	0.002022689437
814	0.002019316321
815	0.002017266766
816	0.002013865158
817	0.00200977967
818	0.002007966425
819	0.002005840812
820	0.002003910845
821	0.002001781551
822	0.001998642286
823	0.001996607291
824	0.001993773233
825	0.001990838539
826	0.001987416078
827	0.001985539181
828	0.001982787192
829	0.001980313162
830	0.001978483441
831	0.0019760007
832	0.001973299695
833	0.001970769219
834	0.001968672719
835	0.00196537063
836	0.001961779909
837	0.001959538245
838	0.001957211264
839	0.001954544369
840	0.001951201593
841	0.001948258306
842	0.001944778439
843	0.001942829387
844	0.00194028644
845	0.001937057893
846	0.00193463028
847	0.001932293969
848	0.001929525818
849	0.001925757904
850	0.001923314413
851	0.001921458441
852	0.001918873324
853	0.001916174322
854	0.001914012618
855	0.001911060318
856	0.001908859085
857	0.001906341675
858	0.001904435312
859	0.00190164838
860	0.001899296551
861	0.001897087427
862	0.001894612307
863	0.001891493308
864	0.001889173755
865	0.001887145309
866	0.001884667998
867	0.001882032656
868	0.001878418236
869	0.001876195644
870	0.001873827388
871	0.001871073398
872	0.001868681645
873	0.001867158954
874	0.001865289857
875	0.00186342131
876	0.001861349828
877	0.001859513631
878	0.001856954836
879	0.001854867531
880	0.001851856483
881	0.00184885293
882	0.001845728251
883	0.001843223871
884	0.001841237633
885	0.001839358148
886	0.001836422641
887	0.001834912821
888	0.001833335555
889	0.001831068441
890	0.001829426006
891	0.001826558237
892	0.001824800632
893	0.001821982824
894	0.001819208099
895	0.001815947919
896	0.001813172321
897	0.001810385458
898	0.001808659092
899	0.001805766202
900	0.001804051114
901	0.001802320985
902	0.001800468728
903	0.001798147592
904	0.001795205993
905	0.00179303675
906	0.001790153282
907	0.001788005058
908	0.001785664422
909	0.00178360375
910	0.001780814694
911	0.001778748387
912	0.001776963794
913	0.001774302808
914	0.001771586331
915	0.001769768309
916	0.001768873238
917	0.001766517417
918	0.001763224704
919	0.001760883546
920	0.001758881759
921	0.001756802684
922	0.001755634852
923	0.001753497583
924	0.001750921139
925	0.001748804842
926	0.001747083225
927	0.001745517911
928	0.00174391787
929	0.001741851123
930	0.001740419932
931	0.001737495337
932	0.001735951798
933	0.00173305637
934	0.001731091881
935	0.001728407906
936	0.001726060258
937	0.001724300343
938	0.001722718571
939	0.001721111278
940	0.001719493751
941	0.001718040263
942	0.001715910593
943	0.001714012362
944	0.001712373364
945	0.00171041464
946	0.001708650509
947	0.001705933346
948	0.001703834793
949	0.001701859149
950	0.001699963116
951	0.001698833997
952	0.001696885946
953	0.001694800477
954	0.001693346582
955	0.001691454111
956	0.001688582252
957	0.001687013868
958	0.001685364487
959	0.001684176084
960	0.001682663454
961	0.001680555334
962	0.001678082528
963	0.001675703713
964	0.001673432331
965	0.001671142014
966	0.001669795954
967	0.00166828574
968	0.001665770991
969	0.001663432082
970	0.001661550064
971	0.001659709264
972	0.001657522509
973	0.001655953198
974	0.001654068298
975	0.001652105431
976	0.001649851932
977	0.001648378581
978	0.001646035145
979	0.001644043012
980	0.001642379271
981	0.001640365735
982	0.001638963854
983	0.001637188796
984	0.001635471298
985	0.00163365164
986	0.001631970171
987	0.001630399847
988	0.001628959507
989	0.001626558554
990	0.001624658275
991	0.001622288602
992	0.00162077214
993	0.001618288819
994	0.00161669151
995	0.001615147538
996	0.001614071162
997	0.001612393248
998	0.001610160025
999	0.001608789262
